;index;name;ingredients;cuisine
182;182;korean spicy pork (jeyuk bokkeum);"['8 cloves garlic (chopped)', '1 red chili (chopped, optional)', '2 green onion (white/light green part chopped, green part sliced)', '1 sweet onion (or large yellow, very thinly sliced)', ""2 tablespoons soy sauce (Sempio's, GanJang)"", ""5 tablespoons Korean red pepper paste (Sempio's, Gochujang)"", '3 tablespoons mirin (Seasoned rice wine, apple juice can be substituted for mirin)', '1 tablespoon red pepper flakes (Korean, optional)', '1 teaspoon sesame seeds (crushed with fingers)', '1 tablespoon sesame oil', '1 pinch salt (and pepper)', '1 1/2 pounds pork butt (Thinly sliced, Pork shoulder or belly can be substituted for pork butt)', '1 oyster mushrooms (King, cut into bite size, optional)']";korean
183;183;korean popcorn chicken;['1 pound chicken (boneless, skinless thighs, cut into 1 inch pieces)', '2 tablespoons rice wine vinegar', '1 cup cornstarch', '1 teaspoon kosher salt', '1/2 teaspoon black pepper', '1/2 cup canola oil (for frying)', '1 tablespoon sesame seeds, toasted', '2 scallions (thinly sliced)', 'sauce', '1 garlic clove (minced)', '1 teaspoon minced ginger', '2 tablespoons gochujang (korean red chili paste)', '1 tablespoon soy sauce', '1 tablespoon rice wine vinegar', '2 tablespoons light brown sugar', '1 tablespoon honey', '1 tablespoon toasted sesame oil'];korean
184;184;mandu;['25 dumpling wrappers (– 30, slightly thick)', '1 cup kimchi (packed finely chopped)', '6 ounces tofu', '8 ounces mung bean sprouts', '1/2 onion (medium)', '3 scallions', '4 ounces ground pork (and/or beef)', '1 tablespoon minced garlic', '1 teaspoon ginger (finely grated, or juiced)', '2 teaspoons sesame oil', '2 teaspoons soy sauce', '1/2 egg (use the other half to seal the wrappers)', 'salt (to taste, about 1/4 teaspoon)', '1 pinch pepper', '1 tablespoon soy sauce', '1 teaspoon vinegar', '1 tablespoon water', '1/2 teaspoon sugar', '1 pinch black pepper', '1 pinch red pepper flakes (gochugaru)'];korean
185;185;korean barbecue sauce;['3/4 cup brown sugar (packed)', '1/2 cup tamari', '1 tablespoon rice wine vinegar', '1 tablespoon gochujang (paste)', '2 teaspoons sesame oil', '1 teaspoon fresh minced ginger', '1 tablespoon minced garlic (about 6 cloves)', '2 tablespoons honey', '1/8 teaspoon fresh ground black pepper', '2 teaspoons cornstarch', '1 tablespoon water'];korean
186;186;korean street cheese corn dogs;['2 tablespoons all purpose flour (plus more for dusting)', '2 teaspoons baking powder', '1/2 teaspoon salt', '2 tablespoons sugar', '1 egg', '3/4 cup cold milk', '8 cheese sticks', '1 cup panko bread crumbs', 'frying oil', '1/3 cup sugar', 'ketchup (Spicy, half ketchup & half sriracha)', 'honey mustard'];korean
187;187;spicy korean-style meatball bowl;['1 1/2 pounds lean ground pork', '1/2 asian pear (also known as an apple pear, peeled, cored and grated)', '1/2 cup panko bread crumbs', '3 scallions (thinly sliced)', '3 cloves garlic (finely minced)', '2 tablespoons gochujang (also known as Korean chili paste)', '2 tablespoons soy sauce', '1 large egg (lightly beaten)', '1 teaspoon rice vinegar', '1/2 teaspoon black pepper', '1/2 teaspoon kosher salt', '2 tablespoons canola oil', '1 pound rice noodles', '10 cups cooked brown rice', '8 baby bok choy (blanched or steamed)', '1/4 cup sesame seed', '1/2 cup green onions (sliced)', '1/4 cup fresno chiles (thinly sliced)', '1/2 cup Sriracha chili sauce', '1/2 cup blackberry jam', '3 tablespoons rice vinegar', '2 tablespoons soy sauce', '1/2 teaspoon kosher salt'];korean
188;188;sweet korean paelo chicken thights;['1 1/2 pounds boneless, skinless, chicken thighs', '3 tablespoons honey', '3 tablespoons Korean chili paste (gochujang -, see notes)', '1 tablespoon soy sauce (or sub coco aminos for paleo)', '1 teaspoon sesame oil', '1 teaspoon minced ginger (finely)', '2 garlic cloves (finely minced)', 'sesame seeds (optional)', 'sliced green onions (optional)', '1 head cauliflower (cut into small florets)', 'sea salt (to taste)'];korean
189;189;korean steak kabobs;['1 batch sauce (/marinade , see below)', '2 pounds flank steak (or sirloin, cut into bite-sized pieces)', '3 bell peppers (large, cored and cut into bite-sized pieces , I used red and yellow peppers)', '1 red onion (large, peeled and sliced into bite-sized pieces)', 'salt', 'cracked black pepper', 'toasted sesame seeds', '1/2 cup soy sauce', '1/4 cup rice wine vinegar', '3 tablespoons honey', '1 tablespoon toasted sesame oil', '4 cloves garlic (peeled and minced, or pressed)'];korean
190;190;korean grilled chicken breasts;['1 pound boneless skinless chicken breasts (2, cut in half lengthwise)', '1/4 cup low sodium soy sauce (or gluten-free soy sauce)', '1/4 cup unsweetened applesauce', '1/4 cup yellow onion (finely chopped)', '1 teaspoon sesame oil', '1 teaspoon ginger (grated)', '1 tablespoon light brown sugar', '2 garlic cloves (crushed)', '1 teaspoon red pepper flakes (optional)', '1 teaspoon sesame seeds (plus more for topping)', '2 scallions (thinly sliced, white and green parts)'];korean
191;191;korean beef lettuce wraps;"['1 head lettuce (Bibb, Boston, and butter are great choices)', '1 pound lean ground beef', '1/2 cup brown sugar (or less to decrease sweetness)', '1/4 cup soy sauce (or tamari)', '1 tablespoon sesame oil (; divided in half)', '3 cloves garlic (; minced/grated)', '1/4 teaspoon ground ginger', '1/8 teaspoon red pepper flakes (optional and to taste)', '1 bunch green onions (; divided between white and green parts)', '3 tablespoons rice wine vinegar', 'sesame seeds (for garnish, optional)']";korean
192;192;korean spicy topokki;['1 pound rice cakes (sticks, topokki, wash in cold water and drain.)', '2 pieces fish cakes (slice into rectangle pieces)', '1/2 carrot', '300 milliliters stock (anchovy)', '2 tablespoons gochujang (hot pepper paste)', '1 tablespoon ketchup', '1 tablespoon cane sugar', '1/2 tablespoon mirin', 'salt', 'pepper', 'toasted sesame seeds (optional)', 'scallion (optional)'];korean
193;193;korean kimchi stew with tofu;['1 teaspoon safflower oil (divided)', '3/4 cup brown rice (short-grain)', '1 white onion (small, halved lengthwise and sliced into half moons)', '1 zucchini (small, trimmed, halved lengthwise and sliced 1⁄4-inch thick)', '1 cup carrots (peeled and grated)', '2 tablespoons korean chile paste (aka Gochujang, NOTE: This fermented chile paste can be found in the Asian section of your grocery store or in Asian specialty stores.)', '3 cups low sodium vegetable broth', '4 ounces shiitake mushrooms (sliced, stemmed, about 1 cup)', '16 ounces silken tofu (organic, drained and cut into 8 pieces)', '1 1/2 cups kimchi (drained and roughly chopped)', '4 large eggs', '3 tablespoons chopped fresh chives', 'hot sauce (for serving, optional)'];korean
194;194;korean cheese katsu;['10 ounces mozzarella cheese (cut into 8 of 2” long, 1” thick pieces)', '1 pound boneless pork loin (8 of 2 oz pieces)', '3 tablespoons avocado oil (or any cooking oil)', '3 cups panko bread crumbs', '2 eggs', '2 tablespoons all-purpose flour', '1/4 teaspoon salt', '1/4 teaspoon pepper'];korean
195;195;sheet-pan korean pork chops;['4 bone-in pork chops (12-ounce, cut 1-inch thick)', '1/4 cup honey', '1/4 cup hot-and-sweet gochujang sauce', '2 teaspoons fresh ginger (grated)', '2 teaspoons seasoned rice vinegar', '1 teaspoon Asian toasted sesame oil', 'nonstick cooking spray', '8 ounces broccolini spears', '3 rainbow carrots (medium, peeled and diagonally sliced ¼ inch thick)', '3 tablespoons canola oil', 'toasted sesame seeds (for garnish, optional)', 'sliced green onions (for garnish, optional)', 'cooked rice (for serving)'];korean
196;196;bibimbap (korean mixed rice);['1 pound beef (thinly sliced marbled, or pork)', '4 garlic cloves (finely minced)', '1/2 ginger (grated or finely minced)', '2 stalks green onion (chopped)', '1/4 cup light soy sauce', '2 tablespoons sugar', '2 teaspoons sesame oil', '1 pinch salt', '1 pinch black pepper', '1 carrot (julienned)', '1 zucchini squash (/daikon, julienned)', '2 cups lettuce (1 1/2″ length baby bak choy/Taiwanese, / baby spinach)', '1 cup bean sprouts', '6 shiitake mushrooms (julienned and sautéed)', '1/4 cup gochujang (Korean chili pepper paste, more or less depending on how spicy you like yours)', '1 tablespoon sugar', '1 tablespoon sesame oil', '2 teaspoons rice vinegar', '1/2 teaspoon light soy sauce', '5 cups cooked rice (short grain/sticky rice)', '4 eggs (fried sunny side up)', '2 stalks green onion (chopped)', '1 teaspoon sesame seeds (toasted)', 'seaweed (Roasted, shredded, optional)'];korean
197;197;korean vegetable pancakes;['2 cups all purpose flour', '1 2/3 cups ice cold water', '1 egg (beaten)', '1 teaspoon salt', 'vegetable oil (for pan frying, approximately 1 1/2 tablespoons for each pancake)', '2 medium potatoes (peeled and julienned)', '1 carrot (peeled and julienned, or grated)', '1 green pepper (cut into thin slices)', '1 red pepper (cut into thin slices)', '1 bunch scallions (sliced)', '2 tablespoons soy sauce', '1 tablespoon water', '1 teaspoon sugar', '1/2 teaspoon rice vinegar', '1/4 teaspoon sesame oil', '1 pinch roasted sesame seeds', 'scallion (Pinch of chopped)', '1 pinch crushed red pepper (optional)'];korean
198;198;instant pot korean beef;"['2 1/2 pounds roast (lean, sirloin or other cut from the loin, rump or round)', '1 onion (cut in half; cut one of the halves into half moons, the other half in chunks)', '4 cloves garlic', '1 tablespoon ginger (roughly chopped)', '1/2 asian pear (in chunks)', '1/3 cup soy', '2 tablespoons rice wine vinegar', '1 teaspoon toasted sesame oil', '3 tablespoons brown sugar', '2 green onions (thinly sliced)', '1/4 teaspoon black pepper']";korean
199;199;korean beef stir fry;['beef (obviously)', 'Sriracha', 'honey', 'soy sauce (dark preferably, but light is fine too)', 'rice (I’ve used basmati but any kind of long-grain rice will work. White, brown anything you like)', 'vegetables (bell peppers, courgette and spring onions are the classic combo)', 'ginger (fresh)', 'garlic', '125 milliliters soy sauce', '75 milliliters honey', '2 tablespoons Sriracha', '1 inch fresh ginger (piece)', '2 cloves garlic (minced)', 'olive oil', '3 bell peppers (Red, yellow, orange)', '1 courgette (chopped)', '600 grams rump steak (skirt steak, stir fry steak)', '1/2 bunch spring onions', '1/2 bunch fresh basil'];korean
200;200;korean kimchi scallion pancakes;['2 cups flour (all-purpose)', '2 cups ice cold water', '1 teaspoon salt', '2 large eggs', 'vegetable oil (for frying)', '2 bunches scallions (green part only chopped into 2-3 inch pieces)', '1 cup cabbage (Korean kimchi, drained and chopped)', '1 cup cremini mushrooms (chopped)', 'low sodium soy sauce', 'roasted sesame seeds'];korean
201;201;Pizza Hut Original Pan Pizza;['1 1/3 cups warm water', '1/4 cup non-fat dry milk', '1/2 teaspoon salt', '4 cups flour', '1 tablespoon sugar', '1 package dry yeast', '2 tablespoons vegetable oil', '9 ounces vegetable oil', 'butter flavored cooking spray', 'sauce', '1 can tomato sauce (8 ounce size)', '1 teaspoon oregano', '1/2 teaspoon marjoram', '1/2 teaspoon basil', '1/2 teaspoon garlic salt'];Italian
202;202;Recipe For Mushroom Risotto (Creamy Mushroom Risotto);['2 tablespoons butter', '2 tablespoons oil', '8 ounces mushrooms (sliced thickly)', '1 tablespoon garlic (minced, 2-3 large cloves)', '1 teaspoon dry marjoram', '1/2 teaspoon salt (more to taste)', '1/4 teaspoon ground black pepper (more to taste)', '1 lemon (large, zest and juice)', '1 1/2 cups arborio rice (uncooked)', '3 cups beef stock (or broth)', '1/2 cup heavy cream (or half and half)', '1/4 cup Parmesan cheese (shredded or grated)'];Italian
203;203;Risotto;['2 cups Parmesan (Romano, Or Asiago Cheese, or A Mixture Of All Three)', '3 cloves garlic (to 4 Cloves)', '1/2 whole onion (Large)', '1 tablespoon olive oil', '1 tablespoon butter', '1 pound arborio rice', '7 cups chicken broth (to 8 Cups)', '1 cup heavy cream (to 1 1/2 Cups)', '1 tablespoon chives (to 2 Tablespoons, Chopped)', 'salt', 'pepper'];Italian
204;204;Mushroom Risotto;['2 tablespoons butter', '2 cups mushrooms (flavorful, such as shiitake, chanterelle, or oyster mushrooms, cleaned, trimmed, and cut into half inch to inch pieces)', '2/3 cup brandy (vermouth, or dry white wine)', '6 cups chicken stock (*, use vegetable stock for vegetarian option)', '1/3 cup shallots (peeled and minced, OR 1/3 cup of yellow or white onion, finely chopped)', '1 3/4 cups arborio rice (or other risotto rice)', '1/3 cup grated Parmesan cheese (freshly)', 'ground black pepper', 'salt', '2 tablespoons fresh parsley (chopped, or chives)'];Italian
205;205;Parmesan Risotto;['5 cups chicken broth', '4 tablespoons butter (divided)', '1 clove garlic (minced)', '1 1/2 cups finely chopped onion', '1 1/2 cups arborio rice', '1 cup grated Parmesan cheese', '2 tablespoons fresh parsley (roughly chopped to use as a garnish, optional)'];Italian
206;206;Chicken Parmesan;['4 boneless chicken breasts (pounded to 1/2 inch thickness)', 'salt', 'pepper', '2 eggs (beaten)', '2 cups panko bread crumbs', '1/2 cup Parmesan cheese', '1/2 cup vegetable oil (more as needed)', '1/2 jar pasta sauce', '1 cup shredded mozzarella cheese', '2 tablespoons fresh parsley (chopped)'];Italian
207;207;Baked Chicken Parmesan;['1 pound boneless skinless chicken breast cutlets (1 lb. is about 4 cutlets)', '1 teaspoon salt (for chicken)', '1/4 teaspoon black pepper', '1/3 cup all-purpose flour', '1 large egg', '1/2 cup panko breadcrumbs', '1/2 cup grated Parmesan cheese', '1/4 teaspoon salt (for breading)', 'nonstick cooking spray', '1/2 cup prepared marinara sauce', '1/2 cup shredded mozzarella cheese', 'fresh basil leaves (optional, for serving)'];Italian
208;208;Baked Chicken Parmesan;['3/4 cup seasoned breadcrumbs (I used whole wheat)', '1/4 cup grated Parmesan cheese', '2 tablespoons butter (melted, or olive oil)', '3/4 cup reduced fat mozzarella cheese (I used Polly-o)', '1 cup marinara (or Filetto di Pomodoro)', 'cooking spray', '4 chicken breasts (about 4 oz each, fat trimmed, sliced in half to make 8)'];Italian
209;209;Lasagna;['2 tablespoons olive oil', '1 pound ground beef', '1 yellow onion (large, or enough for one cup)', '3 cloves garlic (minced)', '28 ounces tomato puree', '15 ounces tomato sauce', '14.5 ounces diced tomatoes', '6 ounces tomato paste', '1 tablespoon sugar', '2 teaspoons basil', '1 1/2 teaspoons salt', '1 teaspoon oregano', '1/4 teaspoon black pepper', '2 bay leaves', '1 box lasagna noodles', '1 large egg', '30 ounces ricotta cheese', '1 cup grated Parmesan cheese (divided)', '1 tablespoon dried parsley', '5 cups shredded mozzarella'];Italian
210;210;White Sauce Lasagna (Lasagna Bianca);['2 cups frozen peas', '3 italian sausages (skinned and broken into bits)', '1 1/2 cups mushrooms (chopped)', '2 tablespoons olive oil', '1/4 teaspoon oregano', '1/4 teaspoon dried parsley', '1/4 teaspoon salt', '1/4 cup water', '1 1/2 fresh mozzarella (large, chopped)', '1 1/4 cups grated Parmesan cheese (freshly)', '16 lasagna noodles (also referred to as strips)', '3 1/2 cups milk', '1/4 cup butter', '1/4 cup flour', '1/4 teaspoon salt', '3 1/2 cups milk', '1/4 cup butter', '1/4 cup flour', '1/4 teaspoon salt'];Italian
211;211;Vegetable Lasagna;['4 cups marinara (homemade)', '1 box no boil lasagna noodles', '2 cups grated Parmesan cheese', '1 cup low fat ricotta cheese', '1 cup heavy cream', '2 garlic cloves (minced)', '1/2 teaspoon salt', '1/2 teaspoon pepper', '1 1/2 pounds eggplant (peeled and diced)', '1 teaspoon salt', '1 pound zucchini (diced)', '1 pound yellow squash (diced)', '5 tablespoons olive oil', '4 garlic cloves (minced)', '1 tablespoon thyme (minced)', '12 ounces baby spinach', '3 cups shredded mozzarella', '2 tablespoons fresh basil (chopped)'];Italian
212;212;Chicken Parmesan Casserole;['16 ounces penne pasta (uncooked)', '1 pound boneless, skinless chicken breasts', '1 cup vegetable oil (for frying)', '2 cups flour', '3 eggs (beaten)', '2 cups seasoned bread crumbs (Italian)', '2 cups shredded mozzarella cheese (divided)', '1 cup shredded Parmesan cheese', '48 ounces marinara sauce', 'basil (chopped, for garnish, optional)'];Italian
213;213;Prawn Risotto Recipe (AKA Shrimp Risotto);['2 tablespoons oil (divided)', '2 tablespoons butter (divided)', '1 pound prawns (or shrimp, de-veined & peeled with tail still on thawed)', '1 lemon (large, about ¼ cup)', '1 tablespoon garlic (minced, 2-3 large cloves)', '1 teaspoon thyme', '1/4 teaspoon paprika', '1 lemon (large, about 1-2 tsp)', '1 1/2 cups arborio rice', '3 cups chicken stock (or broth)', '1/4 teaspoon salt (more to taste)', '1/4 teaspoon ground black pepper (more to taste)', '1/2 cup heavy cream', '1/4 cup Parmesan cheese (grated)'];Italian
214;214;Really Easy Mushroom Risotto;['1 tablespoon dried porcini mushrooms', '2 tablespoons olive oil', '1 onion (chopped)', '2 garlic cloves (finely chopped)', '225 grams chestnut mushrooms (sliced)', '350 grams arborio rice', '150 milliliters dry white wine', '1.2 liters vegetable stock', '2 tablespoons fresh parsley (chopped)', '25 grams butter', 'salt', 'freshly ground black pepper', 'freshly grated Parmesan (or similar vegetarian hard cheese, to serve)'];Italian
215;215;Best Lasagna With Meat Sauce- Perfect Lasagna;['2 tablespoons extra-virgin olive oil', '1 onion (medium, chopped)', '3 cloves garlic (crushed or finely minced)', '1 pound lean ground meat (extra)', '14 ounces low sodium diced tomatoes (with liquid)', '5.5 ounces low sodium tomato paste', '1 tablespoon dried oregano', '1 tablespoon dried basil', '1 teaspoon hot red pepper flakes (but not if you are using hot Italian sausage meat, like me)', 'salt', 'freshly ground pepper', '12 lasagna noodles', '2 cups part-skim ricotta cheese (one 500 gram tub)', '2 cups part-skim mozzarella cheese (grated)', '1/2 cup grated Parmesan cheese (freshly, Parmigiano-Reggiano is the very best)'];Italian
216;216;Classic Lasagna;['1 pound lasagna noodles (box of dry, you will need 16 noodles. A one pound box contains 20 noodles so you will have four extra. Usually a few get broken so this usually works out)', '2 tablespoons extra-virgin olive oil', '1 cup onions (chopped)', '1 tablespoon chopped garlic', '1 pound ground beef', '1 pound sausage meat (ground Italian, hot or sweet your choice)', '28 ounces crushed tomatoes (canned, we use Cento)', '2 tablespoons tomato paste', '1 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 teaspoon oregano (dry)', '2 tablespoons basil (dry, or 3 tablespoons chopped fresh basil)', '1 pinch red pepper flakes', '2 teaspoons chopped fresh mint', '2 pounds whole milk ricotta cheese', '1 cup shredded mozzarella', '2 eggs (beaten)', '1 cup grated Parmesan cheese', '1 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1/2 cup Italian flat leaf parsley (chopped fresh)', '2 1/2 cups tomato sauce', '8 ounces fresh mozzarella (sliced into 12 slices)', '3 cups shredded mozzarella', '1/2 cup grated Parmesan cheese'];Italian
217;217;Three Cheese Broken Lasagna;['4 garlic cloves', '1/2 box lasagna noodles', '2 cups crushed tomatoes (canned)', '1 handful basil', '8 ounces mascarpone cheese', '8 ounces mozzarella cheese', '1/2 cup grated Parmesan (+ some for garnish, optional)', '1 pinch salt', 'olive oil', '1 pinch chili flakes'];Italian
218;218;Vegan Spinach Lasagna;['nonstick cooking spray', '2 pounds firm tofu (drained)', '3 tablespoons extra-virgin olive oil', '1/2 lemon (juiced)', '1/3 cup nutritional yeast', '1 teaspoon salt', '1/2 teaspoon black pepper', '1 teaspoon garlic powder', '1 1/2 teaspoons Italian seasoning', '1 box no boil lasagna (12 oz. per box, egg-free)', '4 cups marinara sauce (4 cups is about 36 oz.)', '1 package frozen spinach (10 oz. per package, thawed and well drained)'];Italian
219;219;Pizza Garlic Bread;['1 loaf Italian bread (or ciabatta bread, 16 oz. per loaf, sliced in half lengthwise)', '1 1/3 cups marinara sauce (or pizza sauce)', '2 cloves garlic (very finely minced)', '1 1/2 cups shredded mozzarella cheese', '1/4 cup grated Parmesan cheese', '1 teaspoon Italian herb seasoning', '1/2 cup pepperoni slices (optional)'];Italian
220;220;Paleo Pizza Crust & Breakfast Pizza;['3 eggs', '1 cup coconut milk (full-fat canned)', '1/2 cup coconut flour', '2 teaspoons garlic powder', '1 teaspoon onion powder', '1 teaspoon italian seasoning', '1/2 teaspoon baking soda', '3 strips bacon', '1/4 cup scallions (chopped)', '2 tomatoes (sliced thin)', '2 cups spinach', '4 eggs', '1 tablespoon fresh parsley (chopped)'];Italian
221;221;Sheet Pan Pizza Chicken;['6 boneless, skinless chicken breasts (about 6 oz. each)', 'nonstick cooking spray', '2 cups marinara sauce', '8 ounces fresh mozzarella cheese (sliced 1/8 inch thick)', '1 cup sliced pepperoni'];Italian
222;222;Seafood Risotto (Risotto Ai Frutti Di Mare);['900 milliliters fish stock (they make theirs with whole fish, bay leaf, fennel, carrots and wine-similar recipe HERE, shop bought is fine if low on time)', '2 tablespoons olive oil', '2 shallots (diced)', '3 garlic cloves (crushed)', '1 red chilli (small, deseeded and chopped)', '1 bay leaf', '400 grams risotto rice', '125 milliliters white wine', '1 pinch saffron', '12 king prawns (peeled)', '12 mussels (shelled)', '12 clams', '40 grams butter (/ dairy free spread)', 'sea salt', 'freshly ground black pepper', '1/2 lemon', 'parsley (roughly chopped for garnishing, optional)'];Italian
223;223;Wild Mushroom Risotto;"['1 pound wild mushroom', '8 tablespoons butter', '2 shallots (Small, minced)', '4 garlic cloves (minced)', '2 thyme sprigs (Fresh)', '1/2 teaspoon salt', '1/2 teaspoon freshly ground pepper', '3/4 cup dry white wine', '1 tablespoon lemon juice', '5 cups chicken stock (or vegetable)', ""1 1/2 cups arborio rice (Lundberg family farm's)"", '1 cup heavy cream', '1 cup freshly grated Parmesan cheese', 'fresh parsley (minced, optional)']";Italian
224;224;Oven-Baked Chicken Parmesan;['1/2 cup water', '1 egg', '1 1/2 cups bread crumbs (I use Panko)', '6 tablespoons grated Parmesan cheese (divided)', '1 tablespoon dried oregano', '1 teaspoon dried basil', '1/2 teaspoon dried thyme', '1/2 teaspoon garlic powder', '3 skinless boneless chicken breasts (sliced in half horizontally)', '2 cups marinara sauce', '1 cup mozzarella cheese', 'whole wheat spaghetti (cooked)'];Italian
225;225;Eggplant Chicken Parmesan;['sauce', '2 cups crushed tomatoes (fire-roasted)', '1 shallot (finely chopped)', '2 garlic cloves (finely chopped)', 'eggplant', 'chicken', '1 eggplant (small, about 1 pound, trimmed and cut into 8 slices)', '4 tablespoons olive oil (divided)', 'coarse kosher salt', 'freshly ground black pepper', '1/3 cup all purpose flour', '1/4 teaspoon red pepper flakes', '2 large eggs (lightly beaten)', '2 cups panko bread crumbs', '1/2 cup grated Parmesan cheese (divided)', '4 boneless, skinless chicken breasts (small, about 1 1/4 pounds)', '8 ounces fresh mozzarella (thinly sliced)', 'fresh basil (or parsley, for garnish, optional)', 'spaghetti (Cooked, for serving, if desired)'];Italian
226;226;Chicken Parmesan Meatballs;['1 pound ground chicken breast', '3/4 cup Italian breadcrumbs', '1 1/4 cups grated Parmesan cheese (fresh, divided)', '3 garlic cloves (minced)', '1/2 small onion (grated, or minced)', '2 tablespoons marinara sauce (divided)', '1/2 tablespoon dried Italian seasoning', '2 tablespoons fresh basil (chopped)', '2 tablespoons fresh parsley, chopped', '1/2 teaspoon kosher salt', '1/2 teaspoon fresh cracked black pepper', '1 large egg (lightly beaten)', '1 cup shredded mozzarella cheese (for topping)'];Italian
227;227;Easy Baked Spaghetti;['nonstick cooking spray (for baking dish and meat sauce)', '1 pound spaghetti', 'salt (for pasta water)', '1 pound 85% lean ground beef', '1/2 teaspoon salt (for meat sauce)', '1/4 teaspoon black pepper (for meat sauce)', '1 teaspoon garlic powder (for meat sauce)', '1 1/2 teaspoons Italian seasoning (for meat sauce)', '4 cups marinara sauce (4 cups is about 36 oz.)', '15 ounces low-moisture ricotta cheese', '1/2 cup grated Parmesan cheese (1/2 cup is about 2 oz.)', '3/4 teaspoon salt (for ricotta mixture)', '1/2 teaspoon black pepper (for ricotta mixture)', '1/2 teaspoon garlic powder (for ricotta mixture)', '1 teaspoon Italian seasoning (for ricotta mixture)', '1 cup shredded mozzarella cheese (for ricotta mixture, 1 cup is about 4 oz.)', '2 cups shredded mozzarella cheese (for top of dish, 2 cups is about 8 oz.)', 'fresh basil leaves (optional, for serving)'];Italian
228;228;Italian Crescent Casserole;['1 pound ground beef', '1 cup prepared pasta sauce', '1 package refrigerated crescent roll dough (8 oz. per package)', '1 cup Italian cheese blend (shredded, for casserole)', '1/2 cup Italian cheese blend (shredded, for topping)', '1/4 teaspoon dried basil leaves'];Italian
229;229;Eggplant Cacciatore;['1 pound Italian eggplant (sliced into 1/4 inch thick slabs, see note)', '3 tablespoons olive oil (divided)', '6 ounces penne pasta (dried)', '1 pound cremini mushrooms (cleaned, stemmed and sliced)', '1 small onion (sliced)', '1 bell pepper (any color, sliced into strips)', '3 garlic cloves (minced)', '1/2 cup dry white wine', '14 ounces diced tomatoes', '1/2 cup crushed tomatoes', '2 tablespoons capers', '1 tablespoon fresh rosemary (or 1 tsp. dry)', '1/2 teaspoon dried oregano', '1/2 teaspoon red pepper flakes', 'salt', 'pepper'];Italian
230;230;Easy Italian Roast Beef;['3 pounds boneless beef bottom round roast', 'salt (to taste)', 'black pepper (to taste)', '2 tablespoons extra virgin olive oil', '1 tablespoon Italian herb seasoning', '2 teaspoons garlic powder'];Italian
231;231;Antipasto Platter;['mushrooms (Cento Marinated)', 'marinated artichoke hearts (Cento Quartered &)', 'roasted peppers (Cento Marinated &)', 'salami', 'coppa', 'prosciutto', 'bresaola', 'mozzarella (Marinated, Pearls)', 'Castelvetrano olives', 'kalamata olives', 'grissini'];Italian
232;232;Tomato Rosemary Focaccia;['500 grams flour', '1 teaspoon granulated garlic', '14 grams dried yeast', '50 milliliters olive oil', '3 tomatoes (cut in rounds)', '1 teaspoon dried rosemary', 'salt', 'pepper'];Italian
233;233;Tagliatelle Bolognese;['1 tablespoon extra virgin olive oil', '3 tablespoons butter', '1 onion (chopped)', '2 cloves garlic (chopped)', '3 celery stalks (chopped)', '2 carrots (chopped)', '1 pound ground beef (or combination of ground beef, ground pork, and/or ground veal)', '1 beef bullion cube', '1 cup whole milk', '1 pinch nutmeg (or cinnamon)', '1 cup dry white wine', '16 ounces Italian plum tomatoes (with their juice)', '1 1/2 pounds Tagliatelli pasta (fresh)', 'parmigiano reggiano cheese (Freshly grated, at the table)'];Italian
234;234;One Pot Spaghetti Aglio e Olio;['8 ounces pasta (spaghetti, snapped in half)', '3/4 cup grated Parmesan cheese', '1/3 cup sun dried tomatoes (diced)', '1/4 cup fresh parsley (chopped)', '5 cloves garlic (minced)', '1 tablespoon olive oil', '1/4 teaspoon freshly ground black pepper'];Italian
235;235;Spaghetti alla Carbonara;['1 pound spaghetti', '4 large eggs (as fresh as possible)', '8 ounces guanciale (pancetta or slab bacon, cubed)', '1/2 cup Parmigiano Reggiano (freshly grated)', '1/2 cup grated pecorino (freshly)', 'cracked black pepper (Freshly)', 'sea salt'];Italian
236;236;Ricotta And Spinach Cannelloni;['12 cannelloni (tubes)', '200 grams ricotta cheese', '500 grams spinach (washed)', '50 grams Parmesan (grated)', '50 milliliters olive oil', '50 grams butter (softened)', '1 egg', '100 grams mozzarella (grated)', 'salt', 'pepper', '2 cloves garlic (minced)', '25 milliliters olive oil', '1 liter passata', '1 teaspoon caster sugar', '1 teaspoon dried oregano', 'marjoram (½tsp dried)'];Italian
237;237;Capellini with Fresh Tomatoes and Basil;['1/2 cup extra-virgin olive oil', '2 pounds plum tomatoes (seeded and diced)', '1 cup fresh basil leaves (cut into thin strips)', 'salt', 'freshly ground pepper', '1 pound capellini (dried)'];Italian
238;238;Skillet Tortellini with Sausage and Pesto;['1 pound cheese tortellini', '1 pound mild Italian sausage', '1/2 vidalia onion (chopped)', '3 garlic cloves (minced)', '8 ounces pesto sauce', '1/4 cup grated Parmesan cheese', '1/4 cup toasted pine nuts'];Italian
239;239;Tuscan Gnocchi;['1 pound gnocchi', '2 tablespoons olive oil', '2 cloves garlic (minced)', '1/4 cup shallots (chopped)', '1/2 cup sun dried tomatoes (packed in oil, cut into thin strips)', '1 cup dry white wine', '1 1/2 cups heavy cream', '1/2 cup grated Parmesan cheese', '1 tablespoon fresh parsley', '1 teaspoon dried parsley', '2 cups baby spinach (fresh, chopped)'];Italian
